Rk,Player,Age,Pos,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,YR,TEAM
6,Terrence Ross,22,SG,62,26.7,3.9,9.3,0.423,2,5,0.395,1.9,4.2,0.458,0.531,1,1.2,0.837,0.5,2.6,3.1,1,0.8,0.3,1.1,2.3,10.9,,2014,TOR
7,Patrick Patterson,24,PF,7,23.3,3.6,7.6,0.477,1,2.3,0.411,2.7,5.3,0.506,0.54,0.9,1.1,0.745,1.7,3.3,5.1,1.3,0.9,0.7,1,2.5,9.1,,2014,TOR
8,Greivis VÃ¡squez,27,PG,5,21.5,3.5,8.3,0.417,1.5,3.9,0.389,2,4.4,0.442,0.509,1.1,1.2,0.855,0.2,2,2.3,3.7,0.4,0.1,1.7,1.7,9.5,6MOY-13,2014,TOR
9,John Salmons,34,SG,0,21.4,1.8,4.9,0.368,0.8,2,0.388,1,2.9,0.354,0.448,0.6,0.8,0.733,0.2,1.8,2,1.7,0.6,0.2,0.7,1.5,5,,2014,TOR
10,Tyler Hansbrough,28,PF,4,15.3,1.5,3.1,0.474,0,0,0,1.5,3,0.479,0.474,2,2.9,0.681,1.9,2.6,4.5,0.3,0.4,0.3,0.7,2.1,4.9,,2014,TOR
11,Chuck Hayes,30,C,0,12.8,0.9,2.2,0.429,0,0,0,0.9,2.2,0.433,0.429,0.3,0.4,0.833,1.1,2.5,3.6,0.6,0.5,0.2,0.6,1.7,2.2,,2014,TOR
12,Landry Fields,25,SF,2,10.7,0.9,2.2,0.403,0,0.2,0,0.9,2.1,0.435,0.403,0.5,0.7,0.636,0.5,1.5,2,0.7,0.3,0.1,0.4,0.8,2.3,,2014,TOR
13,Dwight Buycks,24,PG,0,10.4,1.1,3.4,0.313,0.4,1.2,0.294,0.7,2.2,0.323,0.365,0.6,0.6,0.889,0.3,1.4,1.6,0.7,0.6,0,0.7,0.8,3.1,,2014,TOR
14,Steve Novak,30,PF,1,10,1.1,2.7,0.411,1,2.3,0.426,0.1,0.4,0.333,0.589,0.1,0.1,1,0.1,0.9,1.1,0.2,0.2,0.1,0.1,0.8,3.3,,2014,TOR
15,Nando De Colo,26,SF,0,9.2,1,2.9,0.367,0.4,1,0.364,0.7,1.8,0.368,0.433,0.6,0.6,1,0.4,1,1.3,1.6,0.3,0.1,0.7,1.1,3.1,,2014,TOR
16,Quincy Acy,23,SF,0,8.7,0.9,2,0.429,0.3,0.7,0.4,0.6,1.3,0.444,0.5,0.7,1.1,0.625,0.7,1.4,2.1,0.6,0.6,0.4,0.3,1.1,2.7,,2014,TOR
17,D.J. Augustin,26,PG,0,8.2,0.7,2.4,0.292,0.1,1.1,0.091,0.6,1.3,0.462,0.313,0.6,0.6,1,0,0.4,0.4,1,0.1,0,0.9,0.7,2.1,6MOY-7,2014,TOR
18,Julyan Stone,25,SG,0,5.7,0.3,0.8,0.412,0.1,0.4,0.25,0.2,0.4,0.556,0.471,0.1,0.1,0.667,0.1,0.9,1,0.6,0.1,0,0.2,0.6,0.9,,2014,TOR
19,Aaron Gray,29,C,0,5,0.5,0.8,0.667,0,0,,0.5,0.8,0.667,0.667,0.3,0.5,0.5,0.8,1.3,2,0.8,0,0,1,1.8,1.3,,2014,TOR
20,Austin Daye,25,SF,0,4.1,0.4,1.6,0.231,0,1,0,0.4,0.6,0.6,0.231,0.3,0.4,0.667,0.3,0.6,0.9,0.3,0,0,0,0.5,1,,2014,TOR
,Team Totals,,,82,243.4,36.5,81.9,0.445,8.7,23.4,0.372,2983.3,6694.6,0.475,0.498,19.6,25.1,0.782,11.4,3475.6,42.5,21.2,7,4.2,14.1,23,101.3,,2014,TOR
1,Gordon Hayward,23,SF,77,36.4,5.5,13.4,0.413,1.1,3.6,0.304,4.4,9.8,0.453,0.454,4,4.9,0.816,0.8,4.3,5.1,5.2,1.4,0.5,2.8,2,16.2,,2014,UTA
2,Trey Burke,21,PG,68,32.3,4.9,12.8,0.38,1.6,4.8,0.33,3.3,8,0.41,0.442,1.5,1.6,0.903,0.5,2.4,3,5.7,0.6,0.1,1.9,2.1,12.8,ROY-3,2014,UTA
3,Derrick Favors,22,PF,73,30.2,5.3,10.2,0.522,0,0,0,5.3,10.2,0.523,0.522,2.6,3.9,0.669,2.7,6,8.7,1.2,1,1.5,1.8,3.2,13.3,,2014,UTA
4,Alec Burks,22,SG,12,28.1,4.9,10.7,0.457,0.6,1.8,0.35,4.2,8.8,0.48,0.487,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4,14,,2014,UTA
5,Richard Jefferson,33,SF,78,27,3.6,8,0.45,1.5,3.7,0.409,2.1,4.3,0.484,0.544,1.5,2,0.741,0.2,2.5,2.7,1.6,0.7,0.2,1.1,2,10.1,,2014,UTA
6,Enes Freedom,21,C,37,26.7,5.2,10.7,0.491,0,0,0,5.2,10.7,0.492,0.491,1.9,2.6,0.73,2.8,4.7,7.5,0.9,0.4,0.5,1.8,2.9,12.3,6MOY-8,2014,UTA
7,Marvin Williams,27,PF,50,25.4,3.5,8,0.439,1.3,3.5,0.359,2.2,4.4,0.503,0.519,0.9,1.1,0.781,1.2,3.8,5.1,1.2,0.8,0.5,0.8,2.3,9.1,,2014,UTA
8,Jeremy Evans,26,SF,4,18.3,2.7,5,0.527,0,0,0,2.7,5,0.53,0.527,0.8,1.1,0.68,1.8,2.9,4.7,0.7,0.6,0.7,0.6,2.1,6.1,,2014,UTA
9,Diante Garrett,25,PG,0,14.8,1.4,3.7,0.381,0.5,1.4,0.375,0.9,2.4,0.385,0.449,0.1,0.2,0.833,0.2,1.2,1.4,1.7,0.6,0.1,1.1,1.1,3.5,,2014,UTA
10,John Lucas III,31,PG,6,14.1,1.5,4.5,0.326,0.6,2,0.298,0.9,2.5,0.349,0.392,0.2,0.4,0.625,0.3,0.6,0.9,1,0.3,0,0.5,1,3.8,,2014,UTA
11,Jamaal Tinsley,35,PG,5,13.8,0.5,2.5,0.2,0.1,1.9,0.067,0.4,0.6,0.6,0.225,0,0,,0.3,1.1,1.4,2.9,0.3,0,1.1,1.3,1.1,,2014,UTA
12,Mike Harris,30,PF,0,11.3,1.5,3.1,0.475,0,0.1,0,1.5,3,0.492,0.475,1.3,1.4,0.963,0.8,0.9,1.7,0.3,0.8,0.4,0.6,1.8,4.2,,2014,UTA
13,Brandon Rush,28,SG,0,11,0.8,2.4,0.333,0.4,1.2,0.34,0.4,1.1,0.326,0.422,0.1,0.1,0.6,0.1,1,1.2,0.6,0.1,0.2,0.5,0.8,2.1,,2014,UTA
14,Rudy Gobert,21,C,0,9.6,0.8,1.6,0.486,0,0,,0.8,1.6,0.486,0.486,0.7,1.4,0.492,1.1,2.3,3.4,0.2,0.2,0.9,0.7,1.3,2.3,,2014,UTA
15,Ian Clark,22,SG,0,7.5,1.1,2.9,0.388,0.5,1.3,0.355,0.7,1.6,0.417,0.47,0.2,0.3,0.714,0.1,0.7,0.8,0.7,0.3,0.1,0.6,1,3,,2014,UTA
16,Andris BiedriÅÅ¡,27,C,0,7.5,0.2,0.2,1,0,0,,0.2,0.2,1,1,0.2,1,0.167,0.3,2.5,2.8,0,0,0,0.3,1,0.5,,2014,UTA
17,Malcolm Thomas,25,PF,0,6.9,0.9,1.7,0.5,0.1,0.6,0.25,0.7,1.1,0.625,0.542,0,0,,0.6,1.1,1.7,0.3,0,0.1,1.1,0.7,1.9,,2014,UTA
,Team Totals,,,82,241.2,36,81.1,0.444,6.6,19.2,0.344,2944.4,6632.8,0.474,0.484,16.4,22,0.747,11,3370,41.2,20.3,7,4.5,14.6,20.7,95,,2014,UTA
1,Al Horford,26,C,74,37.2,7.8,14.3,0.543,0,0.1,0.5,7.7,14.2,0.544,0.545,1.8,2.8,0.644,2.6,7.6,10.2,3.2,1.1,1.1,2,2.2,17.4,,2013,ATL
2,Josh Smith,27,PF,76,35.3,7.2,15.6,0.465,0.8,2.6,0.303,6.4,12.9,0.498,0.491,2.2,4.2,0.517,1.8,6.7,8.4,4.2,1.2,1.8,3,2.3,17.5,,2013,ATL
3,Jeff Teague,24,PG,78,32.9,5.5,12.2,0.451,1.1,3.1,0.359,4.4,9.1,0.482,0.496,2.5,2.8,0.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3,14.6,,2013,ATL
4,Kyle Korver,31,SF,60,30.5,3.7,8.1,0.461,2.6,5.6,0.457,1.2,2.5,0.471,0.618,0.9,1.1,0.859,0.3,3.6,4,2,0.9,0.5,0.9,2.3,10.9,,2013,ATL
5,Lou Williams,26,SG,9,28.7,4.8,11.4,0.422,1.8,5,0.367,2.9,6.3,0.466,0.503,2.7,3.1,0.868,0.2,1.8,2.1,3.6,1.1,0.3,1.9,1.4,14.1,,2013,ATL
6,Devin Harris,29,SG,34,24.5,3.3,7.6,0.438,1.3,4,0.335,2,3.7,0.549,0.525,1.9,2.7,0.727,0.1,1.9,2,3.4,1.1,0.2,1.5,1.8,9.9,,2013,ATL
7,Zaza Pachulia,28,C,15,21.8,2.2,4.6,0.473,0,0.1,0,2.2,4.6,0.479,0.473,1.5,2,0.757,2.5,3.9,6.5,1.5,0.7,0.2,1.3,2.5,5.9,,2013,ATL
8,DeShawn Stevenson,31,SG,31,20.7,1.8,4.7,0.374,1.4,3.7,0.364,0.4,0.9,0.415,0.519,0.2,0.4,0.522,0.3,1.9,2.2,0.9,0.5,0.1,0.4,1.2,5.1,,2013,ATL
9,Jannero Pargo,33,PG,0,16.1,1.9,5.4,0.342,1,2.9,0.35,0.9,2.6,0.333,0.434,0.3,0.3,1,0.1,0.9,1,2.7,0.4,0,0.7,1.1,5,,2013,ATL
10,Anthony Tolliver,27,SF,11,15.5,1.3,3.5,0.38,0.7,2.1,0.338,0.6,1.3,0.446,0.484,0.7,0.8,0.863,0.5,2,2.5,0.5,0.2,0.2,0.6,1.1,4.1,,2013,ATL
11,Ivan Johnson,28,PF,5,15,2.7,5.2,0.52,0,0.2,0.077,2.7,5,0.536,0.521,1.2,1.9,0.618,1.1,2.8,3.9,0.7,0.8,0.2,1,1.9,6.6,,2013,ATL
12,John Jenkins,21,SG,2,14.8,2.1,4.8,0.446,0.9,2.3,0.384,1.3,2.6,0.5,0.536,1,1.1,0.843,0.3,1.3,1.5,0.9,0.2,0.2,0.7,0.6,6.1,ROY-10,2013,ATL
13,Dahntay Jones,32,SF,4,13.6,1.1,2.9,0.39,0.1,0.4,0.25,1,2.5,0.414,0.409,0.8,1.1,0.677,0.4,0.7,1.1,0.7,0.4,0,0.6,1.6,3.1,,2013,ATL
14,Shelvin Mack,22,PG,1,13.4,2.1,4.2,0.488,0.7,1.8,0.4,1.4,2.5,0.551,0.571,0.4,0.7,0.571,0,1.2,1.2,2.2,0.5,0,1.2,1.4,5.2,,2013,ATL
15,Anthony Morrow,27,SG,1,12.5,2,4.6,0.423,0.6,1.6,0.395,1.3,3,0.438,0.491,0.7,0.8,0.889,0.4,0.7,1.1,0.4,0.5,0,0.2,1.4,5.2,,2013,ATL
16,Johan Petro,27,C,8,11.4,1.5,3.5,0.436,0,0.1,0.25,1.5,3.4,0.443,0.441,0.4,0.4,0.917,1.1,2.5,3.6,0.5,0.3,0.3,0.8,1.5,3.5,,2013,ATL
17,Mike Scott,24,PF,1,9.4,1.8,3.7,0.476,0,0,0,1.8,3.7,0.479,0.476,1.1,1.4,0.768,1,1.8,2.8,0.3,0.1,0.1,0.5,0.8,4.6,,2013,ATL
18,Jeremy Tyler,21,C,0,5,0,0,,0,0,,0,0,,,0,0,,0,3,3,0,0,0,0,0,0,,2013,ATL
,Team Totals,,,82,242.1,37.6,81,0.464,8.6,23.2,0.371,3075.4,6620.8,0.501,0.517,14.1,19.7,0.715,9.2,3341.8,40.9,24.5,8.1,4.5,14.9,18,98,,2013,ATL
1,Rajon Rondo,26,PG,38,37.4,5.9,12.2,0.484,0.3,1.3,0.24,5.6,10.9,0.513,0.497,1.6,2.4,0.645,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5,13.7,AS,2013,BOS
2,Paul Pierce,35,SF,77,33.4,6.2,14.2,0.436,1.9,5,0.38,4.3,9.2,0.466,0.502,4.3,5.5,0.787,0.6,5.7,6.3,4.8,1.1,0.4,2.8,2.7,18.6,,2013,BOS
3,Kevin Garnett,36,C,68,29.7,6.2,12.5,0.496,0,0.2,0.125,6.2,12.3,0.504,0.498,2.3,3,0.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,"MVP-12,AS",2013,BOS
4,Avery Bradley,22,PG,50,28.7,3.8,9.6,0.402,0.8,2.5,0.317,3,7,0.432,0.444,0.7,1,0.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,DPOY-12,2013,BOS
5,Jeff Green,26,PF,17,27.8,4.6,10,0.467,0.9,2.2,0.385,3.8,7.7,0.49,0.51,2.6,3.3,0.808,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2,12.8,,2013,BOS
6,Brandon Bass,27,PF,69,27.6,3.5,7.3,0.486,0,0,0,3.5,7.2,0.487,0.486,1.6,1.9,0.86,1.6,3.7,5.2,1,0.5,0.8,1,2.3,8.7,,2013,BOS
7,Jason Terry,35,SG,24,26.9,3.6,8.2,0.434,1.6,4.2,0.372,2,4,0.498,0.529,1.4,1.7,0.87,0.2,1.8,2,2.5,0.8,0.1,1.3,1.4,10.1,,2013,BOS
8,Courtney Lee,27,SG,39,24.9,3.2,6.8,0.464,0.7,2,0.372,2.4,4.8,0.503,0.519,0.8,0.9,0.861,0.4,2,2.4,1.8,1.1,0.3,1.1,1.8,7.8,,2013,BOS
9,Jordan Crawford,24,SG,2,21.6,3.3,8,0.415,0.9,2.8,0.32,2.4,5.3,0.465,0.47,1.6,2,0.792,0.5,2.3,2.7,2.5,0.4,0.1,1.6,1.7,9.1,6MOY-7,2013,BOS
10,Jared Sullinger,20,PF,5,19.8,2.5,5,0.493,0,0.1,0.2,2.4,4.9,0.5,0.496,1,1.4,0.746,2,3.8,5.9,0.8,0.5,0.5,0.6,3.4,6,,2013,BOS
11,Chris Wilcox,30,C,7,13.6,1.8,2.5,0.719,0,0,0,1.8,2.5,0.724,0.719,0.6,1,0.672,0.9,2,3,0.4,0.5,0.5,0.6,2,4.2,,2013,BOS
12,Terrence Williams,25,SF,0,13.3,2,4,0.495,0.2,0.6,0.333,1.8,3.4,0.524,0.521,0.4,0.9,0.429,0.2,1.7,1.8,1.6,0.5,0.1,0.9,0.5,4.6,,2013,BOS
13,Leandro Barbosa,30,PG,2,12.5,2,4.7,0.43,0.4,1.1,0.383,1.6,3.6,0.445,0.477,0.8,1,0.756,0.2,0.9,1.1,1.4,0.4,0.1,0.5,1.2,5.2,,2013,BOS
14,Shavlik Randolph,29,PF,0,12.4,1.8,3,0.583,0,0,,1.8,3,0.583,0.583,0.7,1.7,0.407,1.8,2.6,4.4,0.3,0.5,0.4,0.6,2.4,4.2,,2013,BOS
15,Jason Collins,34,C,7,10.3,0.3,0.7,0.348,0,0,,0.3,0.7,0.348,0.348,0.7,0.9,0.7,0.7,1,1.6,0.2,0.3,0.2,0.5,2.3,1.2,,2013,BOS
16,D.J. White,26,PF,0,7.2,1,1.9,0.522,0,0,,1,1.9,0.522,0.522,0.4,0.8,0.556,0.3,0.8,1.1,0.3,0.1,0.5,0.2,0.4,2.4,,2013,BOS
17,Fab Melo,22,C,0,6,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0.2,0.7,0.25,0,0.5,0.5,0,0.3,0.3,0.2,1.2,1.2,,2013,BOS
18,Darko MiliÄiÄ,27,C,0,5,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,2,1,0,,2013,BOS
19,Kris Joseph,24,SF,0,4,0.3,1.8,0.182,0,0.3,0,0.3,1.5,0.222,0.182,0.5,0.7,0.75,0.2,0.7,0.8,0.2,0,0,0.3,0.3,1.2,,2013,BOS
20,Jarvis Varnado,24,PF,0,3.6,0.4,0.8,0.5,0,0,,0.4,0.8,0.5,0.5,0.4,0.8,0.5,0.2,0.4,0.6,0.2,0.2,0,0.2,0.2,1.2,,2013,BOS
,Team Totals,,,81,244.9,37,79.7,0.465,6.1,17.2,0.358,2994.9,6441.8,0.494,0.503,16.3,21,0.776,8.1,3178.9,39.3,22.8,8.2,4.5,14.6,21.2,96.5,,2013,BOS
1,Luol Deng,27,SF,75,38.7,6.2,14.6,0.426,1,3.1,0.322,5.2,11.5,0.455,0.461,3.1,3.8,0.816,2.2,4.2,6.3,3,1.1,0.4,1.9,1.4,16.5,"DPOY-15,AS",2013,CHI
2,Joakim Noah,27,C,64,36.8,4.6,9.5,0.481,0,0.1,0,4.6,9.5,0.485,0.481,2.7,3.6,0.751,3.9,7.2,11.1,4,1.2,2.1,2.7,2.8,11.9,"MVP-12,DPOY-4,AS",2013,CHI
3,Carlos Boozer,31,PF,79,32.2,6.9,14.4,0.477,0,0,0,6.9,14.4,0.478,0.477,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3,16.2,,2013,CHI
4,Kirk Hinrich,32,PG,60,29.4,2.7,7,0.377,1.2,3,0.39,1.5,4,0.367,0.461,1.2,1.6,0.714,0.3,2.4,2.6,5.2,1.1,0.4,1.7,3.2,7.7,,2013,CHI
5,Jimmy Butler,23,SF,20,26,2.9,6.2,0.467,0.5,1.3,0.381,2.4,5,0.489,0.506,2.3,2.8,0.803,1.7,2.3,4,1.4,1,0.4,0.8,1.2,8.6,DPOY-17,2013,CHI
6,Marco Belinelli,26,SG,27,25.8,3.3,8.4,0.395,1.1,3,0.357,2.2,5.3,0.416,0.46,1.9,2.3,0.839,0.2,1.7,1.9,2,0.6,0.1,1.1,1.9,9.6,,2013,CHI
7,Nate Robinson,28,PG,23,25.4,4.9,11.2,0.433,1.7,4.2,0.405,3.1,7,0.45,0.51,1.6,2.1,0.799,0.4,1.9,2.2,4.4,1,0.1,1.8,2.5,13.1,6MOY-8,2013,CHI
8,Taj Gibson,27,PF,5,22.4,3.3,6.8,0.485,0,0.1,0,3.3,6.7,0.49,0.485,1.4,2,0.679,1.9,3.4,5.3,0.9,0.4,1.4,1.2,2.6,8,,2013,CHI
9,Richard Hamilton,34,SG,45,21.8,4.1,9.5,0.429,0.3,1,0.308,3.8,8.5,0.444,0.446,1.3,1.5,0.857,0.3,1.3,1.7,2.4,0.5,0.1,1.7,1.9,9.8,,2013,CHI
10,Nazr Mohammed,35,C,12,11,1,2.9,0.367,0,0,0,1,2.8,0.371,0.367,0.5,0.7,0.723,1.2,1.9,3.1,0.4,0.3,0.5,0.4,1.5,2.6,,2013,CHI
11,Daequan Cook,25,SG,0,8.4,0.9,3.3,0.278,0.5,1.8,0.246,0.5,1.4,0.319,0.347,0.2,0.3,0.778,0.1,1.2,1.3,0.3,0.1,0.2,0.3,0.4,2.5,,2013,CHI
12,Marquis Teague,19,PG,0,8.2,0.9,2.4,0.381,0.1,0.5,0.174,0.8,1.9,0.433,0.398,0.2,0.3,0.563,0.1,0.9,0.9,1.3,0.2,0.1,0.7,1,2.1,,2013,CHI
13,Vladimir RadmanoviÄ,32,PF,0,5.8,0.5,1.7,0.302,0.2,1.1,0.185,0.3,0.6,0.5,0.36,0.1,0.1,0.667,0.4,0.7,1.1,0.3,0.3,0.2,0.3,1.2,1.3,,2013,CHI
14,Malcolm Thomas,24,PF,0,5.1,0.7,1.3,0.556,0,0,,0.7,1.3,0.556,0.556,0.3,0.6,0.5,0.7,0.9,1.6,0.3,0.3,0.1,0.3,1,1.7,,2013,CHI
15,Lou Amundson,30,PF,0,2,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,0,0,,2013,CHI
,Team Totals,,,82,241.8,35.7,81.7,0.437,5.4,15.4,0.353,2920.6,6682.6,0.456,0.47,16.4,21.2,0.773,12.5,3527.5,43.2,23,7.2,5.1,14.3,19.7,93.2,,2013,CHI
1,Anderson VarejÃ£o,30,C,25,36,5.5,11.6,0.478,0,0.2,0,5.5,11.4,0.486,0.478,3.1,4.1,0.755,5.5,8.9,14.4,3.4,1.5,0.6,1.8,2.7,14.1,,2013,CLE
2,Kyrie Irving,20,PG,59,34.7,8.2,18.1,0.452,1.8,4.7,0.391,6.4,13.4,0.474,0.503,4.2,4.9,0.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5,AS,2013,CLE
3,Tristan Thompson,21,PF,82,31.3,4.8,9.7,0.488,0,0,0,4.8,9.7,0.49,0.488,2.2,3.5,0.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9,11.7,,2013,CLE
4,Alonzo Gee,25,SF,82,31,3.7,9.1,0.41,0.8,2.7,0.315,2.9,6.4,0.45,0.456,2,2.5,0.795,0.9,3,3.9,1.6,1.3,0.4,1.6,2.4,10.3,,2013,CLE
5,Dion Waiters,21,SG,48,28.8,5.5,13.4,0.412,1,3.3,0.31,4.5,10,0.446,0.451,2.6,3.5,0.746,0.4,2.1,2.4,3,1,0.3,2,1.9,14.7,ROY-5,2013,CLE
6,Tyler Zeller,23,C,55,26.4,3.2,7.3,0.438,0,0.1,0,3.2,7.2,0.441,0.438,1.6,2,0.764,2.1,3.6,5.7,1.2,0.5,0.9,1.2,3.3,7.9,,2013,CLE
7,Wayne Ellington,25,SG,17,25.9,3.8,8.7,0.439,1.4,3.8,0.371,2.4,4.9,0.492,0.52,1.4,1.6,0.898,0.5,2.5,3,1.6,0.8,0.1,0.9,1.1,10.4,,2013,CLE
8,Shaun Livingston,27,PG,12,23.2,2.9,5.7,0.507,0,0,0,2.9,5.7,0.509,0.507,1.4,1.7,0.843,0.6,1.9,2.5,3.6,0.8,0.6,1.2,2.1,7.2,,2013,CLE
9,C.J. Miles,25,SF,13,21,3.9,9.4,0.415,1.9,5,0.384,2,4.4,0.451,0.518,1.4,1.6,0.869,0.4,2.3,2.7,1,0.8,0.3,1.1,2.1,11.2,,2013,CLE
10,Daniel Gibson,26,PG,3,20,1.8,5.4,0.34,1.2,3.5,0.344,0.6,1.8,0.333,0.453,0.6,0.8,0.703,0.1,1.2,1.3,1.8,0.7,0.1,0.7,1.9,5.4,,2013,CLE
11,Marreese Speights,25,C,1,18.5,3.9,8.6,0.457,0,0.1,0.2,3.9,8.5,0.461,0.458,2.2,2.8,0.806,1.8,3.3,5.1,0.7,0.4,0.7,1.2,2.3,10.2,,2013,CLE
12,Jeremy Pargo,26,PG,11,17.9,3,7.5,0.401,0.7,2.3,0.316,2.3,5.2,0.438,0.449,1.1,1.6,0.683,0.3,1,1.3,2.6,0.5,0.1,1.5,1.3,7.8,,2013,CLE
13,Luke Walton,32,PF,0,17.1,1.4,3.6,0.392,0.4,1.3,0.299,1,2.3,0.447,0.448,0.2,0.4,0.5,0.8,2.1,2.9,3.3,0.8,0.3,1.2,2,3.4,,2013,CLE
14,Donald Sloan,25,SG,0,12.9,1.4,3.9,0.346,0.4,1,0.368,1,3,0.339,0.391,1,1.3,0.8,0.2,1.3,1.4,1.9,0.3,0,0.7,0.9,4.1,,2013,CLE
15,Omri Casspi,24,SF,1,11.7,1.5,3.7,0.394,0.6,1.8,0.329,0.9,2,0.452,0.472,0.5,1,0.537,0.5,2.2,2.7,0.7,0.6,0.3,0.5,1,4,,2013,CLE
16,Chris Quinn,29,SG,0,11.1,0.6,2.3,0.25,0,0.7,0,0.6,1.6,0.364,0.25,0.3,0.3,1,0.1,0.1,0.3,1.3,0.4,0,0.9,0.6,1.4,,2013,CLE
17,Samardo Samuels,24,C,1,10.9,1.2,3.3,0.367,0,0.1,0,1.2,3.3,0.373,0.367,0.8,1.3,0.583,0.6,1,1.6,0.4,0.2,0.2,0.3,1.7,3.2,,2013,CLE
18,Kevin Jones,23,PF,0,10.4,1.3,3.3,0.402,0,0,,1.3,3.3,0.402,0.402,0.3,0.5,0.6,1.2,1.3,2.4,0.3,0.3,0.2,0.3,0.8,3,,2013,CLE
19,Jon Leuer,23,C,0,10.1,1.1,3.1,0.357,0,0.3,0,1.1,2.8,0.4,0.357,0.2,0.7,0.333,0.6,0.9,1.4,0.6,0.2,0,0.6,1.2,2.4,,2013,CLE
,Team Totals,,,82,240.6,36.5,84.2,0.434,6.7,19.3,0.346,2986.3,6881.7,0.46,0.473,16.8,22.3,0.756,12.2,3350.8,41,20.7,7.9,4.1,14,21.2,96.5,,2013,CLE
1,Andre Iguodala,29,SG,80,34.7,5,11,0.451,1.1,3.6,0.317,3.8,7.4,0.515,0.502,1.9,3.4,0.574,1,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13,DPOY-9,2013,DEN
2,Ty Lawson,25,PG,71,34.4,6.1,13.3,0.461,1.2,3.2,0.366,5,10.1,0.491,0.505,3.2,4.3,0.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,16.7,MVP-12,2013,DEN
3,Danilo Gallinari,24,SF,71,32.5,5.1,12.3,0.418,1.9,5.1,0.373,3.2,7.2,0.45,0.495,4,4.9,0.822,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8,16.2,,2013,DEN
4,Kenneth Faried,23,PF,80,28.1,4.8,8.6,0.552,0,0,,4.8,8.6,0.552,0.552,2,3.3,0.613,3.3,5.9,9.2,1,1,1,1.4,2.9,11.5,DPOY-17,2013,DEN
5,Andre Miller,36,PG,11,26.2,3.7,7.7,0.479,0.2,0.8,0.266,3.5,6.9,0.504,0.493,2,2.4,0.84,0.7,2.2,2.9,5.9,0.9,0.1,2.1,1.9,9.6,6MOY-6,2013,DEN
6,Wilson Chandler,25,PF,8,25.1,4.9,10.6,0.462,1.2,2.9,0.413,3.7,7.7,0.48,0.519,2,2.6,0.793,1,4,5.1,1.3,1,0.3,1.4,2.8,13,,2013,DEN
7,Corey Brewer,26,SF,2,24.4,4.6,10.8,0.425,1.1,3.7,0.296,3.5,7,0.493,0.476,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9,12.1,6MOY-8,2013,DEN
8,Kosta Koufos,23,C,81,22.4,3.6,6.3,0.581,0,0,0,3.6,6.3,0.582,0.581,0.7,1.3,0.558,2.6,4.3,6.9,0.4,0.5,1.3,0.7,3,8,,2013,DEN
9,JaVale McGee,25,C,0,18.1,3.8,6.7,0.575,0,0,1,3.8,6.7,0.574,0.576,1.4,2.4,0.591,2,2.8,4.8,0.3,0.4,2,1.1,2.3,9.1,,2013,DEN
10,Evan Fournier,20,SG,4,11.3,2,4,0.493,0.6,1.4,0.407,1.4,2.6,0.541,0.566,0.8,1,0.769,0.2,0.8,0.9,1.2,0.5,0,0.8,1.7,5.3,,2013,DEN
11,Jordan Hamilton,22,SF,1,9.9,2.1,5,0.418,0.7,1.8,0.37,1.4,3.2,0.445,0.485,0.3,0.7,0.5,0.8,1.6,2.4,0.6,0.4,0.2,0.5,0.6,5.2,,2013,DEN
12,Timofey Mozgov,26,C,1,8.9,1.1,2.1,0.506,0,0,0,1.1,2.1,0.518,0.506,0.5,0.6,0.769,1.2,1.4,2.6,0.2,0.1,0.4,0.6,1.4,2.6,,2013,DEN
13,Anthony Randolph,23,PF,0,8.4,1.4,2.9,0.491,0,0.2,0,1.4,2.7,0.528,0.491,0.8,1.2,0.689,0.7,1.7,2.4,0.3,0.5,0.5,0.9,1.1,3.7,,2013,DEN
14,Julyan Stone,24,PG,0,7,0.5,0.5,1,0,0,,0.5,0.5,1,1,0.8,1,0.75,0.5,0.3,0.8,0.5,0.3,0,0.5,1,1.8,,2013,DEN
15,Quincy Miller,20,PF,0,3.7,0.6,1.7,0.333,0,0.1,0,0.6,1.6,0.364,0.333,0.1,0.3,0.5,0.1,0.1,0.3,0.4,0.1,0,0.1,0.4,1.3,,2013,DEN
